,test_id,gene_id
50085,ENSG00000268790.5,ENSG00000268790.5
50086,ENSG00000268794.1,ENSG00000268794.1
50087,ENSG00000268797.1,ENSG00000268797.1
50088,ENSG00000268798.1,ENSG00000268798.1
50089,ENSG00000268799.3,ENSG00000268799.3
50090,ENSG00000268803.1,ENSG00000268803.1
50091,ENSG00000268804.1,ENSG00000268804.1
50092,ENSG00000268810.1,ENSG00000268810.1
50093,ENSG00000268812.3,ENSG00000268812.3
50094,ENSG00000268818.2,ENSG00000268818.2
50095,ENSG00000268823.2,ENSG00000268823.2
50096,ENSG00000268830.1,ENSG00000268830.1
50097,ENSG00000268833.1,ENSG00000268833.1
50098,ENSG00000268834.2,ENSG00000268834.2
50099,ENSG00000268836.1,ENSG00000268836.1
50100,ENSG00000268839.1,ENSG00000268839.1
50101,ENSG00000268842.1,ENSG00000268842.1
50102,ENSG00000268845.1,ENSG00000268845.1
50103,ENSG00000268847.1,ENSG00000268847.1
50104,ENSG00000268849.5,ENSG00000268849.5
50105,ENSG00000268854.1,ENSG00000268854.1
50106,ENSG00000268858.2,ENSG00000268858.2
50107,ENSG00000268861.6,ENSG00000268861.6
50108,ENSG00000268864.4,ENSG00000268864.4
50109,ENSG00000268866.1,ENSG00000268866.1
50110,ENSG00000268869.5,ENSG00000268869.5
50111,ENSG00000268870.1,ENSG00000268870.1
50112,ENSG00000268873.1,ENSG00000268873.1
50113,ENSG00000268879.1,ENSG00000268879.1
50114,ENSG00000268883.2,ENSG00000268883.2
50115,ENSG00000268884.1,ENSG00000268884.1
50116,ENSG00000268886.1,ENSG00000268886.1
50117,ENSG00000268889.1,ENSG00000268889.1
50118,ENSG00000268892.1,ENSG00000268892.1
50119,ENSG00000268894.6,ENSG00000268894.6
50120,ENSG00000268895.5,ENSG00000268895.5
50121,ENSG00000268896.1,ENSG00000268896.1
50122,ENSG00000268902.3,ENSG00000268902.3
50123,ENSG00000268903.1,ENSG00000268903.1
50124,ENSG00000268906.1,ENSG00000268906.1
50125,ENSG00000268908.1,ENSG00000268908.1
50126,ENSG00000268912.1,ENSG00000268912.1
50127,ENSG00000268916.6,ENSG00000268916.6
50128,ENSG00000268922.1,ENSG00000268922.1
50129,ENSG00000268926.3,ENSG00000268926.3
50130,ENSG00000268931.1,ENSG00000268931.1
50131,ENSG00000268938.2,ENSG00000268938.2
50132,ENSG00000268940.5,ENSG00000268940.5
50133,ENSG00000268941.2,ENSG00000268941.2
50134,ENSG00000268942.2,ENSG00000268942.2
50135,ENSG00000268945.1,ENSG00000268945.1
50136,ENSG00000268947.1,ENSG00000268947.1
50137,ENSG00000268949.1,ENSG00000268949.1
50138,ENSG00000268951.1,ENSG00000268951.1
50139,ENSG00000268955.2,ENSG00000268955.2
50140,ENSG00000268957.1,ENSG00000268957.1
50141,ENSG00000268964.1,ENSG00000268964.1
50142,ENSG00000268967.1,ENSG00000268967.1
50143,ENSG00000268970.1,ENSG00000268970.1
50144,ENSG00000268975.2,ENSG00000268975.2
50145,ENSG00000268981.5,ENSG00000268981.5
50146,ENSG00000268983.1,ENSG00000268983.1
50147,ENSG00000268985.1,ENSG00000268985.1
50148,ENSG00000268987.1,ENSG00000268987.1
50149,ENSG00000268988.1,ENSG00000268988.1
50150,ENSG00000268992.1,ENSG00000268992.1
50151,ENSG00000268993.1,ENSG00000268993.1
50152,ENSG00000268994.3,ENSG00000268994.3
50153,ENSG00000268995.1,ENSG00000268995.1
50154,ENSG00000268996.3,ENSG00000268996.3
50155,ENSG00000268997.1,ENSG00000268997.1
50156,ENSG00000269001.2,ENSG00000269001.2
50157,ENSG00000269009.1,ENSG00000269009.1
50158,ENSG00000269012.2,ENSG00000269012.2
50159,ENSG00000269014.1,ENSG00000269014.1
50160,ENSG00000269019.1,ENSG00000269019.1
50161,ENSG00000269021.1,ENSG00000269021.1
50162,ENSG00000269025.2,ENSG00000269025.2
50163,ENSG00000269026.2,ENSG00000269026.2
50164,ENSG00000269028.3,ENSG00000269028.3
50165,ENSG00000269032.1,ENSG00000269032.1
50166,ENSG00000269035.1,ENSG00000269035.1
50167,ENSG00000269037.1,ENSG00000269037.1
50168,ENSG00000269038.1,ENSG00000269038.1
50169,ENSG00000269040.1,ENSG00000269040.1
50170,ENSG00000269043.1,ENSG00000269043.1
50171,ENSG00000269044.2,ENSG00000269044.2
50172,ENSG00000269050.1,ENSG00000269050.1
50173,ENSG00000269053.1,ENSG00000269053.1
50174,ENSG00000269054.1,ENSG00000269054.1
50175,ENSG00000269055.1,ENSG00000269055.1
50176,ENSG00000269058.5,ENSG00000269058.5
50177,ENSG00000269066.1,ENSG00000269066.1
50178,ENSG00000269067.1,ENSG00000269067.1
50179,ENSG00000269068.1,ENSG00000269068.1
50180,ENSG00000269069.1,ENSG00000269069.1
50181,ENSG00000269072.1,ENSG00000269072.1
50182,ENSG00000269082.1,ENSG00000269082.1
50183,ENSG00000269085.1,ENSG00000269085.1
50184,ENSG00000269086.2,ENSG00000269086.2
50185,ENSG00000269091.5,ENSG00000269091.5
50186,ENSG00000269095.1,ENSG00000269095.1
50187,ENSG00000269096.6,ENSG00000269096.6
50188,ENSG00000269097.1,ENSG00000269097.1
50189,ENSG00000269099.2,ENSG00000269099.2
50190,ENSG00000269102.1,ENSG00000269102.1
50191,ENSG00000269103.2,ENSG00000269103.2
50192,ENSG00000269106.1,ENSG00000269106.1
50193,ENSG00000269107.1,ENSG00000269107.1
50194,ENSG00000269110.1,ENSG00000269110.1
50195,ENSG00000269113.3,ENSG00000269113.3
50196,ENSG00000269118.1,ENSG00000269118.1
50197,ENSG00000269119.1,ENSG00000269119.1
50198,ENSG00000269124.1,ENSG00000269124.1
50199,ENSG00000269125.1,ENSG00000269125.1
50200,ENSG00000269130.1,ENSG00000269130.1
50201,ENSG00000269136.1,ENSG00000269136.1
50202,ENSG00000269138.1,ENSG00000269138.1
50203,ENSG00000269139.2,ENSG00000269139.2
50204,ENSG00000269145.2,ENSG00000269145.2
50205,ENSG00000269148.1,ENSG00000269148.1
50206,ENSG00000269151.1,ENSG00000269151.1
50207,ENSG00000269153.1,ENSG00000269153.1
50208,ENSG00000269154.1,ENSG00000269154.1
50209,ENSG00000269155.2,ENSG00000269155.2
50210,ENSG00000269161.1,ENSG00000269161.1
50211,ENSG00000269172.1,ENSG00000269172.1
50212,ENSG00000269176.2,ENSG00000269176.2
50213,ENSG00000269177.1,ENSG00000269177.1
50214,ENSG00000269179.1,ENSG00000269179.1
50215,ENSG00000269181.1,ENSG00000269181.1
50216,ENSG00000269186.2,ENSG00000269186.2
50217,ENSG00000269188.1,ENSG00000269188.1
50218,ENSG00000269189.1,ENSG00000269189.1
50219,ENSG00000269190.5,ENSG00000269190.5
50220,ENSG00000269191.1,ENSG00000269191.1
50221,ENSG00000269194.1,ENSG00000269194.1
50222,ENSG00000269199.1,ENSG00000269199.1
50223,ENSG00000269210.2,ENSG00000269210.2
50224,ENSG00000269220.1,ENSG00000269220.1
50225,ENSG00000269226.7,ENSG00000269226.7
50226,ENSG00000269228.1,ENSG00000269228.1
50227,ENSG00000269235.1,ENSG00000269235.1
50228,ENSG00000269236.1,ENSG00000269236.1
50229,ENSG00000269237.1,ENSG00000269237.1
50230,ENSG00000269242.1,ENSG00000269242.1
50231,ENSG00000269243.1,ENSG00000269243.1
50232,ENSG00000269244.1,ENSG00000269244.1
50233,ENSG00000269246.1,ENSG00000269246.1
50234,ENSG00000269253.1,ENSG00000269253.1
50235,ENSG00000269256.1,ENSG00000269256.1
50236,ENSG00000269266.1,ENSG00000269266.1
50237,ENSG00000269271.1,ENSG00000269271.1
50238,ENSG00000269274.1,ENSG00000269274.1
50239,ENSG00000269275.1,ENSG00000269275.1
50240,ENSG00000269281.2,ENSG00000269281.2
50241,ENSG00000269288.1,ENSG00000269288.1
50242,ENSG00000269289.5,ENSG00000269289.5
50243,ENSG00000269292.1,ENSG00000269292.1
50244,ENSG00000269293.2,ENSG00000269293.2
50245,ENSG00000269296.1,ENSG00000269296.1
50246,ENSG00000269300.1,ENSG00000269300.1
50247,ENSG00000269303.1,ENSG00000269303.1
50248,ENSG00000269304.1,ENSG00000269304.1
50249,ENSG00000269307.1,ENSG00000269307.1
50250,ENSG00000269313.5,ENSG00000269313.5
50251,ENSG00000269316.1,ENSG00000269316.1
50252,ENSG00000269318.1,ENSG00000269318.1
50253,ENSG00000269320.1,ENSG00000269320.1
50254,ENSG00000269321.1,ENSG00000269321.1
50255,ENSG00000269332.5,ENSG00000269332.5
50256,ENSG00000269335.5,ENSG00000269335.5
50257,ENSG00000269343.6,ENSG00000269343.6
50258,ENSG00000269345.1,ENSG00000269345.1
50259,ENSG00000269349.1,ENSG00000269349.1
50260,ENSG00000269350.1,ENSG00000269350.1
50261,ENSG00000269352.1,ENSG00000269352.1
50262,ENSG00000269353.1,ENSG00000269353.1
50263,ENSG00000269354.1,ENSG00000269354.1
50264,ENSG00000269356.1,ENSG00000269356.1
50265,ENSG00000269364.1,ENSG00000269364.1
50266,ENSG00000269365.2,ENSG00000269365.2
50267,ENSG00000269371.1,ENSG00000269371.1
50268,ENSG00000269373.1,ENSG00000269373.1
50269,ENSG00000269374.1,ENSG00000269374.1
50270,ENSG00000269376.1,ENSG00000269376.1
50271,ENSG00000269378.1,ENSG00000269378.1
50272,ENSG00000269383.2,ENSG00000269383.2
50273,ENSG00000269385.1,ENSG00000269385.1
50274,ENSG00000269386.5,ENSG00000269386.5
50275,ENSG00000269387.1,ENSG00000269387.1
50276,ENSG00000269388.1,ENSG00000269388.1
50277,ENSG00000269391.1,ENSG00000269391.1
50278,ENSG00000269392.1,ENSG00000269392.1
50279,ENSG00000269397.1,ENSG00000269397.1
50280,ENSG00000269399.2,ENSG00000269399.2
50281,ENSG00000269400.1,ENSG00000269400.1
50282,ENSG00000269403.1,ENSG00000269403.1
50283,ENSG00000269404.6,ENSG00000269404.6
50284,ENSG00000269405.6,ENSG00000269405.6
50285,ENSG00000269416.5,ENSG00000269416.5
50286,ENSG00000269419.1,ENSG00000269419.1
50287,ENSG00000269420.5,ENSG00000269420.5
50288,ENSG00000269421.1,ENSG00000269421.1
50289,ENSG00000269425.1,ENSG00000269425.1
50290,ENSG00000269427.1,ENSG00000269427.1
50291,ENSG00000269431.1,ENSG00000269431.1
50292,ENSG00000269433.3,ENSG00000269433.3
50293,ENSG00000269437.7,ENSG00000269437.7
50294,ENSG00000269439.5,ENSG00000269439.5
50295,ENSG00000269444.1,ENSG00000269444.1
50296,ENSG00000269445.1,ENSG00000269445.1
50297,ENSG00000269446.2,ENSG00000269446.2
50298,ENSG00000269458.1,ENSG00000269458.1
50299,ENSG00000269460.1,ENSG00000269460.1
50300,ENSG00000269463.1,ENSG00000269463.1
50301,ENSG00000269466.3,ENSG00000269466.3
50302,ENSG00000269469.1,ENSG00000269469.1
50303,ENSG00000269471.1,ENSG00000269471.1
50304,ENSG00000269473.1,ENSG00000269473.1
50305,ENSG00000269475.2,ENSG00000269475.2
50306,ENSG00000269476.1,ENSG00000269476.1
50307,ENSG00000269480.1,ENSG00000269480.1
50308,ENSG00000269481.1,ENSG00000269481.1
50309,ENSG00000269482.1,ENSG00000269482.1
50310,ENSG00000269483.2,ENSG00000269483.2
50311,ENSG00000269486.2,ENSG00000269486.2
50312,ENSG00000269487.1,ENSG00000269487.1
50313,ENSG00000269489.1,ENSG00000269489.1
50314,ENSG00000269495.1,ENSG00000269495.1
50315,ENSG00000269502.5,ENSG00000269502.5
50316,ENSG00000269504.1,ENSG00000269504.1
50317,ENSG00000269505.2,ENSG00000269505.2
50318,ENSG00000269506.2,ENSG00000269506.2
50319,ENSG00000269509.1,ENSG00000269509.1
50320,ENSG00000269514.2,ENSG00000269514.2
50321,ENSG00000269516.6,ENSG00000269516.6
50322,ENSG00000269519.1,ENSG00000269519.1
50323,ENSG00000269524.1,ENSG00000269524.1
50324,ENSG00000269526.1,ENSG00000269526.1
50325,ENSG00000269533.5,ENSG00000269533.5
50326,ENSG00000269534.5,ENSG00000269534.5
50327,ENSG00000269535.1,ENSG00000269535.1
50328,ENSG00000269540.1,ENSG00000269540.1
50329,ENSG00000269543.5,ENSG00000269543.5
50330,ENSG00000269546.1,ENSG00000269546.1
50331,ENSG00000269547.1,ENSG00000269547.1
50332,ENSG00000269552.1,ENSG00000269552.1
50333,ENSG00000269553.1,ENSG00000269553.1
50334,ENSG00000269556.7,ENSG00000269556.7
50335,ENSG00000269559.2,ENSG00000269559.2
50336,ENSG00000269560.1,ENSG00000269560.1
50337,ENSG00000269564.1,ENSG00000269564.1
50338,ENSG00000269565.1,ENSG00000269565.1
50339,ENSG00000269570.2,ENSG00000269570.2
50340,ENSG00000269575.1,ENSG00000269575.1
50341,ENSG00000269576.1,ENSG00000269576.1
50342,ENSG00000269578.1,ENSG00000269578.1
50343,ENSG00000269580.2,ENSG00000269580.2
50344,ENSG00000269583.1,ENSG00000269583.1
50345,ENSG00000269584.1,ENSG00000269584.1
50346,ENSG00000269586.7,ENSG00000269586.7
50347,ENSG00000269588.1,ENSG00000269588.1
50348,ENSG00000269590.1,ENSG00000269590.1
50349,ENSG00000269599.1,ENSG00000269599.1
50350,ENSG00000269600.1,ENSG00000269600.1
50351,ENSG00000269604.1,ENSG00000269604.1
50352,ENSG00000269608.1,ENSG00000269608.1
50353,ENSG00000269609.5,ENSG00000269609.5
50354,ENSG00000269615.1,ENSG00000269615.1
50355,ENSG00000269621.1,ENSG00000269621.1
50356,ENSG00000269622.1,ENSG00000269622.1
50357,ENSG00000269635.1,ENSG00000269635.1
50358,ENSG00000269637.1,ENSG00000269637.1
50359,ENSG00000269646.1,ENSG00000269646.1
50360,ENSG00000269651.1,ENSG00000269651.1
50361,ENSG00000269652.1,ENSG00000269652.1
50362,ENSG00000269653.1,ENSG00000269653.1
50363,ENSG00000269656.1,ENSG00000269656.1
50364,ENSG00000269662.1,ENSG00000269662.1
50365,ENSG00000269667.2,ENSG00000269667.2
50366,ENSG00000269678.1,ENSG00000269678.1
50367,ENSG00000269680.1,ENSG00000269680.1
50368,ENSG00000269681.1,ENSG00000269681.1
50369,ENSG00000269688.1,ENSG00000269688.1
50370,ENSG00000269692.1,ENSG00000269692.1
50371,ENSG00000269693.1,ENSG00000269693.1
50372,ENSG00000269694.1,ENSG00000269694.1
50373,ENSG00000269696.1,ENSG00000269696.1
50374,ENSG00000269699.6,ENSG00000269699.6
50375,ENSG00000269706.1,ENSG00000269706.1
50376,ENSG00000269707.1,ENSG00000269707.1
50377,ENSG00000269711.1,ENSG00000269711.1
50378,ENSG00000269713.7,ENSG00000269713.7
50379,ENSG00000269720.2,ENSG00000269720.2
50380,ENSG00000269729.1,ENSG00000269729.1
50381,ENSG00000269732.1,ENSG00000269732.1
50382,ENSG00000269736.1,ENSG00000269736.1
50383,ENSG00000269737.2,ENSG00000269737.2
50384,ENSG00000269741.5,ENSG00000269741.5
50385,ENSG00000269742.1,ENSG00000269742.1
50386,ENSG00000269743.2,ENSG00000269743.2
50387,ENSG00000269745.1,ENSG00000269745.1
50388,ENSG00000269749.1,ENSG00000269749.1
50389,ENSG00000269752.1,ENSG00000269752.1
50390,ENSG00000269755.1,ENSG00000269755.1
50391,ENSG00000269758.1,ENSG00000269758.1
50392,ENSG00000269761.1,ENSG00000269761.1
50393,ENSG00000269763.1,ENSG00000269763.1
50394,ENSG00000269765.2,ENSG00000269765.2
50395,ENSG00000269776.1,ENSG00000269776.1
50396,ENSG00000269779.1,ENSG00000269779.1
50397,ENSG00000269782.1,ENSG00000269782.1
50398,ENSG00000269786.1,ENSG00000269786.1
50399,ENSG00000269787.2,ENSG00000269787.2
50400,ENSG00000269791.5,ENSG00000269791.5
50401,ENSG00000269792.1,ENSG00000269792.1
50402,ENSG00000269793.6,ENSG00000269793.6
50403,ENSG00000269794.1,ENSG00000269794.1
50404,ENSG00000269796.1,ENSG00000269796.1
50405,ENSG00000269799.1,ENSG00000269799.1
50406,ENSG00000269800.1,ENSG00000269800.1
50407,ENSG00000269802.1,ENSG00000269802.1
50408,ENSG00000269806.1,ENSG00000269806.1
50409,ENSG00000269807.1,ENSG00000269807.1
50410,ENSG00000269811.2,ENSG00000269811.2
50411,ENSG00000269813.1,ENSG00000269813.1
50412,ENSG00000269814.1,ENSG00000269814.1
50413,ENSG00000269815.1,ENSG00000269815.1
50414,ENSG00000269821.1,ENSG00000269821.1
50415,ENSG00000269825.1,ENSG00000269825.1
50416,ENSG00000269826.1,ENSG00000269826.1
50417,ENSG00000269833.2,ENSG00000269833.2
50418,ENSG00000269834.5,ENSG00000269834.5
50419,ENSG00000269836.1,ENSG00000269836.1
50420,ENSG00000269837.1,ENSG00000269837.1
50421,ENSG00000269839.1,ENSG00000269839.1
50422,ENSG00000269842.5,ENSG00000269842.5
50423,ENSG00000269843.1,ENSG00000269843.1
50424,ENSG00000269845.1,ENSG00000269845.1
50425,ENSG00000269846.1,ENSG00000269846.1
50426,ENSG00000269848.1,ENSG00000269848.1
50427,ENSG00000269855.2,ENSG00000269855.2
50428,ENSG00000269858.5,ENSG00000269858.5
50429,ENSG00000269859.1,ENSG00000269859.1
50430,ENSG00000269867.1,ENSG00000269867.1
50431,ENSG00000269873.1,ENSG00000269873.1
50432,ENSG00000269877.3,ENSG00000269877.3
50433,ENSG00000269881.1,ENSG00000269881.1
50434,ENSG00000269883.1,ENSG00000269883.1
50435,ENSG00000269885.1,ENSG00000269885.1
50436,ENSG00000269886.1,ENSG00000269886.1
50437,ENSG00000269887.1,ENSG00000269887.1
50438,ENSG00000269888.1,ENSG00000269888.1
50439,ENSG00000269889.1,ENSG00000269889.1
50440,ENSG00000269890.1,ENSG00000269890.1
50441,ENSG00000269891.2,ENSG00000269891.2
50442,ENSG00000269892.1,ENSG00000269892.1
50443,ENSG00000269893.6,ENSG00000269893.6
50444,ENSG00000269894.1,ENSG00000269894.1
50445,ENSG00000269895.1,ENSG00000269895.1
50446,ENSG00000269896.2,ENSG00000269896.2
50447,ENSG00000269897.5,ENSG00000269897.5
50448,ENSG00000269898.1,ENSG00000269898.1
50449,ENSG00000269899.1,ENSG00000269899.1
50450,ENSG00000269900.3,ENSG00000269900.3
50451,ENSG00000269901.1,ENSG00000269901.1
50452,ENSG00000269902.1,ENSG00000269902.1
50453,ENSG00000269903.1,ENSG00000269903.1
50454,ENSG00000269904.2,ENSG00000269904.2
50455,ENSG00000269906.1,ENSG00000269906.1
50456,ENSG00000269907.1,ENSG00000269907.1
50457,ENSG00000269910.1,ENSG00000269910.1
50458,ENSG00000269911.1,ENSG00000269911.1
50459,ENSG00000269915.1,ENSG00000269915.1
50460,ENSG00000269918.1,ENSG00000269918.1
50461,ENSG00000269919.1,ENSG00000269919.1
50462,ENSG00000269921.1,ENSG00000269921.1
50463,ENSG00000269924.1,ENSG00000269924.1
50464,ENSG00000269925.1,ENSG00000269925.1
50465,ENSG00000269926.1,ENSG00000269926.1
50466,ENSG00000269927.1,ENSG00000269927.1
50467,ENSG00000269929.1,ENSG00000269929.1
50468,ENSG00000269930.1,ENSG00000269930.1
50469,ENSG00000269931.1,ENSG00000269931.1
50470,ENSG00000269933.1,ENSG00000269933.1
50471,ENSG00000269934.1,ENSG00000269934.1
50472,ENSG00000269935.1,ENSG00000269935.1
50473,ENSG00000269937.1,ENSG00000269937.1
50474,ENSG00000269938.1,ENSG00000269938.1
50475,ENSG00000269939.1,ENSG00000269939.1
50476,ENSG00000269940.1,ENSG00000269940.1
50477,ENSG00000269944.1,ENSG00000269944.1
50478,ENSG00000269945.1,ENSG00000269945.1
50479,ENSG00000269946.1,ENSG00000269946.1
50480,ENSG00000269947.1,ENSG00000269947.1
50481,ENSG00000269949.1,ENSG00000269949.1
50482,ENSG00000269950.1,ENSG00000269950.1
50483,ENSG00000269951.1,ENSG00000269951.1
50484,ENSG00000269952.1,ENSG00000269952.1
50485,ENSG00000269954.2,ENSG00000269954.2
50486,ENSG00000269955.2,ENSG00000269955.2
50487,ENSG00000269956.1,ENSG00000269956.1
50488,ENSG00000269957.6,ENSG00000269957.6
50489,ENSG00000269958.1,ENSG00000269958.1
50490,ENSG00000269959.1,ENSG00000269959.1
50491,ENSG00000269961.1,ENSG00000269961.1
50492,ENSG00000269964.3,ENSG00000269964.3
50493,ENSG00000269966.1,ENSG00000269966.1
50494,ENSG00000269967.1,ENSG00000269967.1
50495,ENSG00000269968.1,ENSG00000269968.1
50496,ENSG00000269970.1,ENSG00000269970.1
50497,ENSG00000269971.1,ENSG00000269971.1
50498,ENSG00000269972.1,ENSG00000269972.1
50499,ENSG00000269973.1,ENSG00000269973.1
50500,ENSG00000269974.1,ENSG00000269974.1
50501,ENSG00000269976.1,ENSG00000269976.1
50502,ENSG00000269978.1,ENSG00000269978.1
50503,ENSG00000269980.1,ENSG00000269980.1
50504,ENSG00000269981.1,ENSG00000269981.1
50505,ENSG00000269982.1,ENSG00000269982.1
50506,ENSG00000269983.1,ENSG00000269983.1
50507,ENSG00000269984.1,ENSG00000269984.1
50508,ENSG00000269985.1,ENSG00000269985.1
50509,ENSG00000269986.1,ENSG00000269986.1
50510,ENSG00000269987.1,ENSG00000269987.1
50511,ENSG00000269989.1,ENSG00000269989.1
50512,ENSG00000269993.1,ENSG00000269993.1
50513,ENSG00000269994.2,ENSG00000269994.2
50514,ENSG00000269997.1,ENSG00000269997.1
50515,ENSG00000270000.1,ENSG00000270000.1
50516,ENSG00000270001.1,ENSG00000270001.1
50517,ENSG00000270002.1,ENSG00000270002.1
50518,ENSG00000270006.2,ENSG00000270006.2
50519,ENSG00000270008.1,ENSG00000270008.1
50520,ENSG00000270011.7,ENSG00000270011.7
50521,ENSG00000270012.1,ENSG00000270012.1
50522,ENSG00000270015.1,ENSG00000270015.1
50523,ENSG00000270016.1,ENSG00000270016.1
50524,ENSG00000270017.1,ENSG00000270017.1
50525,ENSG00000270019.1,ENSG00000270019.1
50526,ENSG00000270020.1,ENSG00000270020.1
50527,ENSG00000270021.1,ENSG00000270021.1
50528,ENSG00000270022.3,ENSG00000270022.3
50529,ENSG00000270025.2,ENSG00000270025.2
50530,ENSG00000270030.1,ENSG00000270030.1
50531,ENSG00000270031.1,ENSG00000270031.1
50532,ENSG00000270035.1,ENSG00000270035.1
50533,ENSG00000270036.1,ENSG00000270036.1
50534,ENSG00000270038.1,ENSG00000270038.1
50535,ENSG00000270039.1,ENSG00000270039.1
50536,ENSG00000270040.1,ENSG00000270040.1
50537,ENSG00000270048.1,ENSG00000270048.1
50538,ENSG00000270049.2,ENSG00000270049.2
50539,ENSG00000270050.1,ENSG00000270050.1
50540,ENSG00000270052.1,ENSG00000270052.1
50541,ENSG00000270055.1,ENSG00000270055.1
50542,ENSG00000270059.1,ENSG00000270059.1
50543,ENSG00000270060.1,ENSG00000270060.1
50544,ENSG00000270061.1,ENSG00000270061.1
50545,ENSG00000270062.1,ENSG00000270062.1
50546,ENSG00000270066.3,ENSG00000270066.3
50547,ENSG00000270068.1,ENSG00000270068.1
50548,ENSG00000270069.1,ENSG00000270069.1
50549,ENSG00000270071.1,ENSG00000270071.1
50550,ENSG00000270072.1,ENSG00000270072.1
50551,ENSG00000270073.1,ENSG00000270073.1
50552,ENSG00000270074.1,ENSG00000270074.1
50553,ENSG00000270075.1,ENSG00000270075.1
50554,ENSG00000270076.1,ENSG00000270076.1
50555,ENSG00000270077.1,ENSG00000270077.1
50556,ENSG00000270082.1,ENSG00000270082.1
50557,ENSG00000270083.1,ENSG00000270083.1
50558,ENSG00000270084.1,ENSG00000270084.1
50559,ENSG00000270087.5,ENSG00000270087.5
50560,ENSG00000270090.5,ENSG00000270090.5
50561,ENSG00000270091.1,ENSG00000270091.1
50562,ENSG00000270094.1,ENSG00000270094.1
50563,ENSG00000270095.1,ENSG00000270095.1
50564,ENSG00000270096.1,ENSG00000270096.1
50565,ENSG00000270098.1,ENSG00000270098.1
50566,ENSG00000270099.1,ENSG00000270099.1
50567,ENSG00000270100.1,ENSG00000270100.1
50568,ENSG00000270103.3,ENSG00000270103.3
50569,ENSG00000270104.1,ENSG00000270104.1
50570,ENSG00000270105.1,ENSG00000270105.1
50571,ENSG00000270106.6,ENSG00000270106.6
50572,ENSG00000270108.1,ENSG00000270108.1
50573,ENSG00000270110.1,ENSG00000270110.1
50574,ENSG00000270111.2,ENSG00000270111.2
50575,ENSG00000270112.3,ENSG00000270112.3
50576,ENSG00000270114.1,ENSG00000270114.1
50577,ENSG00000270115.1,ENSG00000270115.1
50578,ENSG00000270116.1,ENSG00000270116.1
50579,ENSG00000270117.1,ENSG00000270117.1
50580,ENSG00000270118.1,ENSG00000270118.1
50581,ENSG00000270120.1,ENSG00000270120.1
50582,ENSG00000270123.4,ENSG00000270123.4
50583,ENSG00000270124.1,ENSG00000270124.1
50584,ENSG00000270127.2,ENSG00000270127.2
50585,ENSG00000270130.1,ENSG00000270130.1
50586,ENSG00000270131.1,ENSG00000270131.1
50587,ENSG00000270133.1,ENSG00000270133.1
50588,ENSG00000270135.1,ENSG00000270135.1
50589,ENSG00000270136.6,ENSG00000270136.6
50590,ENSG00000270137.1,ENSG00000270137.1
50591,ENSG00000270139.1,ENSG00000270139.1
50592,ENSG00000270140.1,ENSG00000270140.1
50593,ENSG00000270141.3,ENSG00000270141.3
50594,ENSG00000270147.1,ENSG00000270147.1
50595,ENSG00000270149.5,ENSG00000270149.5
50596,ENSG00000270154.1,ENSG00000270154.1
50597,ENSG00000270157.1,ENSG00000270157.1
50598,ENSG00000270159.1,ENSG00000270159.1
50599,ENSG00000270164.1,ENSG00000270164.1
50600,ENSG00000270165.1,ENSG00000270165.1
50601,ENSG00000270166.1,ENSG00000270166.1
50602,ENSG00000270168.2,ENSG00000270168.2
50603,ENSG00000270170.1,ENSG00000270170.1
50604,ENSG00000270171.1,ENSG00000270171.1
50605,ENSG00000270174.1,ENSG00000270174.1
50606,ENSG00000270175.1,ENSG00000270175.1
50607,ENSG00000270177.1,ENSG00000270177.1
50608,ENSG00000270178.1,ENSG00000270178.1
50609,ENSG00000270179.1,ENSG00000270179.1
50610,ENSG00000270181.3,ENSG00000270181.3
50611,ENSG00000270182.1,ENSG00000270182.1
50612,ENSG00000270184.1,ENSG00000270184.1
50613,ENSG00000270185.1,ENSG00000270185.1
50614,ENSG00000270187.1,ENSG00000270187.1
50615,ENSG00000270188.1,ENSG00000270188.1
50616,ENSG00000270190.1,ENSG00000270190.1
50617,ENSG00000270191.1,ENSG00000270191.1
50618,ENSG00000270192.1,ENSG00000270192.1
50619,ENSG00000270193.1,ENSG00000270193.1
50620,ENSG00000270194.1,ENSG00000270194.1
50621,ENSG00000270195.1,ENSG00000270195.1
50622,ENSG00000270196.1,ENSG00000270196.1
50623,ENSG00000270200.1,ENSG00000270200.1
50624,ENSG00000270202.1,ENSG00000270202.1
50625,ENSG00000270204.1,ENSG00000270204.1
50626,ENSG00000270207.1,ENSG00000270207.1
50627,ENSG00000270209.1,ENSG00000270209.1
50628,ENSG00000270210.1,ENSG00000270210.1
50629,ENSG00000270212.1,ENSG00000270212.1
50630,ENSG00000270218.1,ENSG00000270218.1
50631,ENSG00000270222.1,ENSG00000270222.1
50632,ENSG00000270225.1,ENSG00000270225.1
50633,ENSG00000270226.1,ENSG00000270226.1
50634,ENSG00000270228.1,ENSG00000270228.1
50635,ENSG00000270230.1,ENSG00000270230.1
50636,ENSG00000270231.3,ENSG00000270231.3
50637,ENSG00000270232.1,ENSG00000270232.1
50638,ENSG00000270234.1,ENSG00000270234.1
50639,ENSG00000270236.1,ENSG00000270236.1
50640,ENSG00000270240.2,ENSG00000270240.2
50641,ENSG00000270241.1,ENSG00000270241.1
50642,ENSG00000270242.1,ENSG00000270242.1
50643,ENSG00000270243.1,ENSG00000270243.1
